Date,Adj Close,Volume
2015-11-06,7.674421310424805,117227200
2015-11-09,7.64036750793457,49256800
2015-11-10,7.494419097900391,55226000
2015-11-11,7.421444416046143,61989600
2015-11-12,7.394688606262207,29108000
2015-11-13,7.248740196228027,29294000
2015-11-16,7.394688606262207,34428000
2015-11-17,7.394688606262207,25704800
2015-11-18,7.576594352722168,35021600
2015-11-19,7.598569393157959,25407200
2015-11-20,7.664494037628174,23974400
2015-11-23,7.549735069274902,24255200
2015-11-24,7.61077880859375,19542800
2015-11-25,7.601011753082275,13830000
2015-11-27,7.664494037628174,8699600
2015-11-30,7.745071887969971,32724400
2015-12-01,7.9965667724609375,40949600
2015-12-02,7.935523509979248,29424000
2015-12-03,7.918430805206299,24665600
2015-12-04,8.240736961364746,45875600
2015-12-07,8.084466934204102,33358800
2015-12-08,8.194344520568848,31448800
2015-12-09,7.986798286437988,37267600
2015-12-10,8.052726745605469,23659600
2015-12-11,7.933084011077881,22732000
2015-12-14,7.952616214752197,27589200
2015-12-15,8.050284385681152,30729600
2015-12-16,8.099116325378418,23635600
2015-12-17,7.977032661437988,25416000
2015-12-18,7.847623825073242,39589600
2015-12-21,8.03319263458252,28421600
2015-12-22,8.040518760681152,13001200
2015-12-23,8.072257995605469,12252400
2015-12-24,8.099116325378418,5244800
2015-12-28,8.091794967651367,14202400
2015-12-29,8.22364330291748,20366000
2015-12-30,8.15283489227295,18034400
2015-12-31,8.04784107208252,14852800
2016-01-04,7.903783321380615,35807600
2016-01-05,8.030750274658203,49027200
2016-01-06,7.698678970336914,44934400
2016-01-07,7.393467903137207,64530400
2016-01-08,7.234757423400879,39847200
2016-01-11,7.246964931488037,40937200
2016-01-12,7.369050979614258,46935600
2016-01-13,7.144413471221924,48167200
2016-01-14,7.00035285949707,60023600
2016-01-15,6.619448184967041,84145200
2016-01-19,6.673166275024414,45714000
2016-01-20,6.7097907066345215,48118000
2016-01-21,6.787926197052002,48145600
2016-01-22,6.9466352462768555,25799600
2016-01-25,6.939311504364014,27072800
2016-01-26,7.007676601409912,22794400
2016-01-27,6.924659729003906,23170000
2016-01-28,6.848968029022217,27677600
2016-01-29,7.151738166809082,31050400
2016-02-01,7.15418004989624,28988400
2016-02-02,6.851408958435059,34190800
2016-02-03,6.885592937469482,32677200
2016-02-04,6.888035297393799,34814000
2016-02-05,6.453413009643555,60042800
2016-02-08,6.157965660095215,60885200
2016-02-09,6.223893642425537,42537200
2016-02-10,6.209242820739746,33580000
2016-02-11,6.1775007247924805,34014400
2016-02-12,6.282494068145752,34081600
2016-02-16,6.590147972106934,48535200
2016-02-17,6.753742694854736,77146800
2016-02-18,7.334865093231201,106866000
2016-02-19,7.432534217834473,52562800
2016-02-22,7.6962385177612305,44966800
2016-02-23,7.715771198272705,36938000
2016-02-24,7.769489765167236,33685200
2016-02-25,7.7865800857543945,34961600
2016-02-26,7.73530387878418,36196400
2016-02-29,7.685067176818848,32334400
2016-03-01,8.025699615478516,34870000
2016-03-02,8.072259902954102,23381200
2016-03-03,8.001195907592773,30200400
2016-03-04,7.976686477661133,17530400
2016-03-07,7.92522668838501,23996800
2016-03-08,7.780640602111816,27494000
2016-03-09,7.775739669799805,22278800
2016-03-10,7.763486862182617,28608400
2016-03-11,7.895818710327148,27740000
2016-03-14,7.915422439575195,19031200
2016-03-15,7.87621545791626,22621600
2016-03-16,8.111469268798828,36364400
2016-03-17,8.042853355407715,35368000
2016-03-18,8.285465240478516,54551200
2016-03-21,8.309967994689941,33778000
2016-03-22,8.29526424407959,24201200
2016-03-23,8.437397956848145,42900800
2016-03-24,8.449654579162598,24495600
2016-03-28,8.53542423248291,26538800
2016-03-29,8.672656059265137,26181200
2016-03-30,8.763331413269043,37670000
2016-03-31,8.73147201538086,37988400
2016-04-01,8.858905792236328,34829200
